time,use [kW],Dishwasher [kW],Furnace [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen [kW],Barn [kW],Microwave [kW],Living room [kW],temperature,humidity,windSpeed,dayofweek
2016-05-21 22:00:00,21.93362,0.01682,5.2183,2.08935,3.70312,0.40722,0.7758,0.0388,1.72008,0.23543,0.08682,86.33,0.35,6.84,5
2016-05-21 23:00:00,28.75117,0.01592,5.16688,2.10312,4.15815,5.38267,0.77057,0.03777,1.74895,0.23692,0.09412,86.19,0.34,7.19,5
2016-05-22 00:00:00,20.04413,0.01608,5.05598,2.20143,1.08547,0.40778,0.77152,0.0425,1.9497,0.23447,0.09102,85.9,0.35,8.17,6
2016-05-22 01:00:00,24.16493,0.01598,5.04093,2.2115,3.4064,0.41268,0.77435,0.03828,1.99277,0.23743,0.0967,83.96,0.38,7.69,6
2016-05-22 02:00:00,25.09078,0.016,5.0781,2.21122,4.19888,0.41337,0.78282,0.03733,1.85822,0.23868,0.09587,80.85,0.44,7.39,6
2016-05-22 03:00:00,20.81217,0.01588,5.29342,2.21312,1.0486,0.41435,0.78887,0.04372,1.8589,0.23747,0.0981,76.76,0.52,6.85,6
2016-05-22 04:00:00,23.72135,0.01593,5.12328,2.21247,3.42158,0.41702,0.79077,0.03969,1.84468,0.2358,0.08742,73.54,0.58,6.24,6
2016-05-22 05:00:00,26.60865,0.01572,5.11317,2.21213,4.16872,1.9671,0.79065,0.0382,1.88253,0.24733,0.10575,71.18,0.62,5.35,6
2016-05-22 06:00:00,27.33235,0.01515,5.59147,2.2153,0.6087,7.02148,0.78997,0.0461,1.89352,0.25243,0.10943,69.25,0.65,4.07,6
2016-05-22 07:00:00,24.68845,0.0159,5.50277,2.21083,3.85367,0.41605,0.79348,0.03903,2.03858,0.25253,0.10828,68.18,0.67,4.49,6
2016-05-22 08:00:00,26.14237,0.01543,6.3266,2.21047,4.0429,0.41445,0.7919,0.03875,1.89382,0.2514,0.10793,67.19,0.68,4.24,6
2016-05-22 09:00:00,20.01618,0.016,5.13172,2.19135,0.37977,0.4173,0.79218,0.04492,1.99675,0.25125,0.10852,65.86,0.69,2.92,6
2016-05-22 10:00:00,22.9248,0.0165,5.19952,2.1036,4.07147,0.41398,0.78635,0.03843,1.76188,0.23902,0.0904,64.26,0.74,2.32,6
2016-05-22 11:00:00,21.27683,0.01665,5.20207,2.0909,3.3762,0.407,0.78155,0.03902,1.74517,0.23993,0.09745,63.01,0.78,0.82,6
2016-05-22 12:00:00,16.21605,0.01675,5.19102,2.08858,1.03162,0.40378,0.7726,0.04275,1.7222,0.23957,0.0976,63.07,0.78,1.59,6
2016-05-22 13:00:00,21.57105,0.01635,5.14918,2.08853,3.92307,4.70353,0.76222,0.03753,1.70182,0.23948,0.09555,64.09,0.77,2.57,6
2016-05-22 14:00:00,19.56672,0.01652,5.21695,2.09327,3.21687,4.5256,0.76983,0.04035,1.70843,0.23915,0.09538,67.66,0.7,2.06,6
2016-05-22 15:00:00,8.29085,0.01698,5.2413,2.09368,0.99048,0.40652,0.7738,0.0427,1.70177,0.23647,0.08998,71.06,0.63,2.31,6
2016-05-22 16:00:00,11.73617,0.01718,5.26528,2.09255,3.9609,0.40607,0.76908,0.0368,1.70203,0.2405,0.09668,74.56,0.58,3.49,6
2016-05-22 17:00:00,5.73902,0.01715,5.21217,2.08877,3.04043,0.404,0.76107,0.03724,1.69767,0.24203,0.09828,78.24,0.54,3.27,6
2016-05-22 18:00:00,5.15122,0.01682,5.27772,2.09462,1.20337,1.90598,0.77285,0.04283,1.72438,0.24805,0.111,80.85,0.52,6.85,6
2016-05-22 19:00:00,13.16355,0.01622,5.15698,2.09367,4.10142,7.5853,0.76615,0.03673,1.71542,0.24512,0.13417,82.72,0.51,6.85,6
2016-05-22 20:00:00,11.23293,0.01695,5.12747,2.08985,2.57337,1.0213,0.76125,0.03902,1.7049,0.24273,0.09915,84.52,0.49,9.82,6
2016-05-22 21:00:00,13.60195,0.01683,5.22275,2.09507,1.93163,3.00005,0.76942,0.04273,1.70158,0.24002,0.09238,85.06,0.5,10.8,6
2016-05-22 22:00:00,24.96623,0.0148,5.21073,2.0906,4.33043,3.95855,1.12922,0.03687,2.49597,0.23822,0.09532,85.54,0.48,12.49,6
2016-05-22 23:00:00,29.63873,0.0006,6.51572,2.11383,2.83895,0.42835,0.98007,0.03942,2.53823,0.23902,0.09842,82.66,0.55,10.97,6
2016-05-23 00:00:00,54.47935,0.00052,7.31208,2.20587,3.07552,4.7752,0.75572,0.03753,2.23828,0.24267,0.094,79.97,0.62,9.46,0
2016-05-23 01:00:00,59.66122,0.00075,6.36128,22.28732,5.85102,0.40583,0.77695,3.79513,2.13942,0.24078,0.0968,78.23,0.66,8.89,0
2016-05-23 02:00:00,31.66653,0.00027,5.10858,7.08972,0.79633,0.41477,0.78747,0.0461,1.8697,0.24028,0.09905,75.89,0.69,7.52,0
2016-05-23 03:00:00,27.67965,0.00015,5.48202,2.4644,4.43065,0.43098,0.78755,0.03732,1.86205,0.23723,0.09603,73.28,0.73,6.56,0
2016-05-23 04:00:00,26.08402,0.00022,5.54653,2.46225,3.4983,0.42945,0.78743,0.03927,1.88675,0.2502,0.10025,71.58,0.75,5.56,0
2016-05-23 05:00:00,23.80018,0.00012,5.10272,2.46482,1.51155,0.44353,0.79085,0.04253,1.89468,0.25005,0.1027,70.0,0.78,5.05,0
2016-05-23 06:00:00,27.4652,0.00022,5.10828,2.46157,4.5963,0.45415,0.78773,0.03657,1.89028,0.24988,0.10232,68.54,0.81,5.47,0
2016-05-23 07:00:00,26.22968,0.00022,5.0927,2.4621,1.39903,4.32332,0.78463,0.04307,1.88887,0.2513,0.10202,67.0,0.84,5.45,0
2016-05-23 08:00:00,30.69088,0.00018,5.12212,2.46065,3.50175,5.07598,0.78337,0.0378,2.02762,0.24935,0.10165,65.91,0.85,5.11,0
2016-05-23 09:00:00,44.17098,0.0002,5.08512,2.40687,3.99135,0.97158,0.78175,2.6613,1.82037,0.2485,10.99653,65.06,0.87,4.17,0
2016-05-23 10:00:00,50.28155,0.00025,5.1485,3.06668,1.64135,1.3642,0.77297,0.04005,1.76253,0.24668,19.67425,64.6,0.88,2.61,0
2016-05-23 11:00:00,48.84745,0.00027,5.11812,2.34635,4.81375,1.17752,0.76742,1.89735,1.71522,1.33445,19.61848,64.36,0.89,2.63,0
2016-05-23 12:00:00,30.45192,0.00045,5.16453,3.02678,0.5299,1.21972,0.77355,0.04175,1.71352,0.23992,12.05895,65.8,0.87,3.86,0
2016-05-23 13:00:00,25.35678,0.00077,7.06437,2.33988,5.27505,3.02888,0.77252,0.03808,1.72363,1.10347,0.09117,68.36,0.82,3.62,0
2016-05-23 14:00:00,20.00385,0.00015,5.22845,2.3396,2.44913,6.91398,0.76793,0.04257,1.7181,0.23895,0.0879,71.46,0.77,3.45,0
2016-05-23 15:00:00,11.08517,0.00047,5.25658,2.34255,2.93688,0.44638,0.77003,2.01762,1.70433,0.2404,2.6677,75.74,0.71,3.08,0
2016-05-23 16:00:00,38.65617,0.00088,6.92353,2.34975,4.13398,3.39023,1.4159,0.6184,2.01847,0.24743,16.85872,80.32,0.63,2.71,0
2016-05-23 17:00:00,9.85582,0.00047,5.33892,2.3493,3.26895,2.77328,0.92138,0.03842,2.25513,0.24587,0.08807,84.2,0.55,3.66,0
2016-05-23 18:00:00,11.60268,0.00052,5.25867,2.34747,3.51752,0.78038,0.9017,1.00507,1.72118,2.06143,0.08998,87.47,0.48,5.66,0
2016-05-23 19:00:00,22.1659,0.00048,5.24975,5.69137,4.6274,6.73175,0.9309,0.03688,1.72003,0.2448,0.09033,89.36,0.44,6.72,0
2016-05-23 20:00:00,16.87002,0.00032,5.19803,6.5926,1.32587,0.9975,1.14067,0.04332,1.70415,0.24442,0.08895,90.25,0.42,7.34,0
2016-05-23 21:00:00,30.0035,0.00048,5.22142,3.85377,5.69572,6.04825,1.90822,0.03428,2.05485,0.23857,0.0819,89.79,0.43,5.84,0
2016-05-23 22:00:00,45.00405,0.00073,7.84368,2.6335,0.94273,0.44505,1.6711,0.03985,2.20157,0.23873,8.14993,88.75,0.46,4.89,0
2016-05-23 23:00:00,38.9238,0.00033,5.2439,2.5722,5.03868,3.01038,0.7693,0.03465,1.7687,0.23965,8.59302,87.8,0.49,6.49,0
2016-05-24 00:00:00,55.09522,0.00032,5.07003,2.65165,3.71155,3.9482,0.76457,0.02892,2.25677,0.2457,1.9349,85.63,0.52,5.65,1
2016-05-24 01:00:00,87.42028,0.00067,5.12408,17.43983,2.74627,0.45162,0.77968,3.88982,1.99333,0.24345,0.07663,81.33,0.6,7.17,1
2016-05-24 02:00:00,56.70968,0.00072,5.79022,24.91675,5.47978,0.45008,0.78055,0.04233,1.85653,0.2393,0.09673,77.07,0.68,6.55,1
2016-05-24 03:00:00,85.64557,35.76758,7.14723,2.26982,0.9529,0.85653,0.73943,0.0734,1.86833,0.25812,0.0812,74.1,0.73,4.99,1
2016-05-24 04:00:00,61.11197,30.51543,5.22967,1.7666,4.85533,6.11547,0.74835,0.0622,1.88168,0.2492,0.10243,72.23,0.76,4.6,1
2016-05-24 05:00:00,27.11465,0.05415,5.09662,1.75812,3.33388,3.79535,0.7829,0.04128,1.88645,0.24852,0.10127,70.62,0.79,4.33,1
2016-05-24 06:00:00,24.3072,0.0156,5.10403,1.75818,2.17327,2.55873,0.78517,0.04315,1.8919,0.25005,0.10293,69.33,0.81,3.55,1
2016-05-24 07:00:00,51.03848,0.00958,5.13968,1.75985,5.98183,3.17217,0.78378,2.68568,2.04158,0.26433,0.08823,67.97,0.84,3.03,1
2016-05-24 08:00:00,26.96028,0.00017,5.14378,1.76022,0.39477,0.43392,1.1083,0.04492,2.52495,0.25168,0.06013,66.5,0.87,2.81,1
2016-05-24 09:00:00,25.96128,0.00027,5.12292,1.74005,5.25575,0.42983,0.78328,0.03672,1.96465,0.24297,0.05648,65.28,0.89,2.24,1
2016-05-24 10:00:00,21.36317,0.00022,5.15932,1.73952,2.39135,0.43047,0.78075,0.04155,1.93332,0.23988,0.05987,65.15,0.89,3.79,1
2016-05-24 11:00:00,21.95637,0.00033,5.14125,1.67373,2.9523,0.4235,0.77322,0.03963,1.77353,0.23993,0.06003,66.68,0.87,3.76,1
2016-05-24 12:00:00,21.5968,0.0004,5.2164,1.639,4.77945,1.78622,0.77932,0.03697,1.73338,0.2401,0.06002,70.01,0.8,3.96,1
2016-05-24 13:00:00,22.62038,0.00027,5.21392,1.64165,0.42488,7.6879,0.77472,0.04652,1.73908,0.23997,0.05997,72.84,0.74,3.89,1
2016-05-24 14:00:00,23.10913,0.00032,5.15185,1.63708,4.82937,2.41545,0.77765,0.0376,1.73917,0.23935,0.0577,75.48,0.7,4.49,1
2016-05-24 15:00:00,16.7157,0.0003,5.2783,1.64268,2.5709,3.70023,0.77598,0.04082,1.72858,0.24568,0.05872,77.48,0.68,5.54,1
2016-05-24 16:00:00,16.73593,0.0004,5.27767,1.64098,2.60598,2.05473,0.77488,0.0406,1.73442,0.24672,0.0596,79.26,0.65,4.5,1
2016-05-24 17:00:00,20.5191,0.00043,5.2598,1.63923,4.83028,0.42433,0.77647,0.0371,1.74463,0.24568,0.05952,80.96,0.61,3.62,1
2016-05-24 18:00:00,15.25157,0.00037,5.45922,1.64115,0.31535,0.42377,0.77768,0.04547,1.74335,0.2457,0.0567,82.2,0.59,5.27,1
2016-05-24 19:00:00,18.4322,0.00045,5.25345,1.64045,4.867,0.433,0.78145,0.0376,1.71748,0.23693,0.05428,81.59,0.59,4.55,1
2016-05-24 20:00:00,17.66185,0.0004,5.30192,1.64208,2.83598,2.87077,0.78102,0.0404,1.72827,0.23998,0.0592,79.85,0.61,3.69,1
2016-05-24 21:00:00,22.64805,0.00028,5.26342,1.64352,2.37648,7.67702,0.7737,0.04285,1.72305,0.23972,0.05902,78.3,0.62,4.13,1
2016-05-24 22:00:00,25.3553,0.00042,5.9008,1.6407,4.93902,3.59292,0.77392,0.03857,1.72903,0.2398,0.05905,76.43,0.62,4.11,1
2016-05-24 23:00:00,22.47538,0.00033,5.3306,1.65007,0.4753,3.1796,0.76517,0.04515,1.7411,0.23843,0.05822,73.88,0.65,3.63,1
2016-05-25 00:00:00,32.44115,0.0002,5.11018,1.73922,7.46202,2.03382,0.76968,0.03238,1.79518,0.23498,0.05068,70.8,0.72,3.79,2
2016-05-25 01:00:00,29.72653,0.00022,5.07792,1.75305,8.48617,0.43512,0.77635,0.03638,1.86875,0.2472,0.05883,68.64,0.76,3.13,2
2016-05-25 02:00:00,36.1084,0.0001,5.11077,1.75522,14.06575,0.4385,0.78412,0.04685,2.02417,0.25115,0.05962,67.15,0.79,3.49,2
2016-05-25 03:00:00,22.0014,0.00017,5.12902,1.76058,2.04027,0.43622,0.78937,0.04218,1.89043,0.25,0.05957,66.39,0.8,3.23,2
2016-05-25 04:00:00,20.15677,0.00012,5.11525,1.7581,0.621,0.43582,0.78498,0.04432,1.87667,0.2454,0.05542,65.53,0.82,2.83,2
2016-05-25 05:00:00,25.13265,0.00013,5.1134,1.75832,5.08762,0.43633,0.78743,0.03738,1.8482,0.23573,0.04897,65.31,0.83,2.64,2
2016-05-25 06:00:00,23.55718,0.00015,5.12673,1.75938,1.97023,2.59715,0.78712,0.04238,2.00692,0.23932,0.05778,64.27,0.89,2.15,2
2016-05-25 07:00:00,30.31167,0.00022,5.14927,1.76068,3.00085,7.72073,0.78478,0.04155,2.00867,0.23995,0.05932,63.19,0.92,1.14,2
2016-05-25 08:00:00,25.67983,0.00013,5.13812,1.75847,4.24968,1.2243,0.78882,0.03853,2.15087,0.23975,0.05927,62.83,0.93,2.04,2
2016-05-25 09:00:00,18.75592,0.00023,5.15183,1.70057,0.6845,0.43155,0.78735,0.04482,1.80593,0.23982,0.05853,62.61,0.93,1.72,2
2016-05-25 10:00:00,28.04165,0.00028,5.22697,1.6416,4.43597,4.8962,0.78245,0.03752,1.7579,0.23747,0.0517,62.34,0.94,1.57,2
2016-05-25 11:00:00,19.17442,0.00038,5.17747,1.63643,2.25815,0.43215,0.7734,0.04077,1.74312,0.24113,0.05493,62.62,0.94,0.78,2
2016-05-25 12:00:00,16.20858,0.00042,5.26145,1.64093,1.91238,0.42535,0.77743,0.04233,1.7328,0.24775,0.05875,63.45,0.92,1.7,2
2016-05-25 13:00:00,9.3944,0.00048,5.29955,1.64227,4.70843,0.42878,0.77977,0.03717,1.73145,0.2481,0.05938,64.96,0.91,1.59,2
2016-05-25 14:00:00,2.67233,0.00042,5.32863,1.64372,0.82822,0.42743,0.78117,0.04345,1.73193,0.24835,0.05918,67.0,0.88,1.95,2
2016-05-25 15:00:00,3.9652,0.00045,5.31893,1.64257,4.01095,0.43003,0.77972,0.03782,1.71158,0.24125,0.05475,69.49,0.84,3.42,2
2016-05-25 16:00:00,5.25107,0.00043,6.48028,1.64333,3.4362,4.6483,0.77472,0.03927,1.7135,0.2399,0.05845,71.9,0.8,5.55,2
2016-05-25 17:00:00,3.4079,0.00023,5.33698,1.64553,1.45635,7.05385,0.77492,0.04405,1.71403,0.2397,0.05923,74.76,0.73,7.35,2
2016-05-25 18:00:00,4.38807,0.00037,5.3361,1.64345,4.62485,0.43792,0.77917,0.03692,1.71915,0.24005,0.05952,77.11,0.68,7.38,2
2016-05-25 19:00:00,10.32507,0.00025,5.2012,1.64105,1.57128,5.98595,0.77118,0.04468,1.7112,0.23967,0.0593,78.43,0.65,8.03,2
2016-05-25 20:00:00,10.68945,0.00048,5.8067,1.63865,3.5795,0.47593,0.77407,0.03905,1.71277,0.23958,0.05925,78.83,0.65,9.55,2
2016-05-25 21:00:00,19.7124,0.00042,5.32565,1.63503,4.23345,0.46307,0.77175,0.03853,1.73505,0.2391,0.05892,78.42,0.66,10.57,2
2016-05-25 22:00:00,15.99233,0.00043,5.24577,1.6391,1.0959,0.4487,0.77452,0.04385,1.72743,0.23797,0.0566,76.84,0.69,10.37,2
2016-05-25 23:00:00,28.74278,0.00022,5.21893,1.65052,6.4934,6.16683,0.76845,0.03383,1.7325,0.23708,0.05535,73.92,0.77,9.52,2
2016-05-26 00:00:00,27.68945,0.00022,5.10865,1.7402,7.01138,2.64303,0.76663,0.03277,2.20972,0.23413,0.04883,71.72,0.83,7.27,3
2016-05-26 01:00:00,39.49853,0.0002,5.03555,1.75327,13.2193,6.67257,0.76592,0.04128,2.12978,0.23888,0.05248,70.61,0.83,7.36,3
2016-05-26 02:00:00,20.14352,0.0002,5.06352,1.7575,2.36275,0.73867,0.77765,0.04147,1.85092,0.23968,0.05127,69.17,0.86,6.64,3
2016-05-26 03:00:00,21.4827,0.0002,5.07652,1.75948,0.30612,4.60043,0.78017,0.04642,1.9994,0.24063,0.05162,67.93,0.89,6.29,3
2016-05-26 04:00:00,23.3389,0.00018,5.12508,1.75862,5.97235,0.4487,0.7891,0.03693,1.86987,0.2468,0.05382,67.38,0.91,6.44,3
2016-05-26 05:00:00,18.16097,0.00012,5.12427,1.76113,0.9102,0.44762,0.79247,0.04482,1.8497,0.23493,0.0471,66.92,0.92,5.72,3
2016-05-26 06:00:00,22.84903,0.00018,5.15343,1.75942,4.64983,0.4463,0.79357,0.03873,1.84678,0.23543,0.04848,66.3,0.93,4.38,3
2016-05-26 07:00:00,21.33487,0.00015,5.11713,1.75865,3.40017,0.44595,0.78838,0.03998,1.99058,0.23595,0.0522,65.19,0.95,4.02,3
2016-05-26 08:00:00,23.68467,0.00028,5.14223,1.75983,1.89508,5.03415,0.78457,0.04495,1.85648,0.2386,0.05603,64.46,0.93,3.32,3
2016-05-26 09:00:00,27.32362,0.00025,5.15342,1.69457,4.99025,6.22477,0.78043,0.03767,1.77972,0.23685,0.05222,63.61,0.94,1.94,3
2016-05-26 10:00:00,16.71827,0.00032,5.2035,1.63743,0.72722,1.0393,0.77815,0.04463,1.7511,0.23913,0.05152,66.24,0.86,3.8,3
2016-05-26 11:00:00,23.16523,0.0003,5.18648,1.63598,4.43587,4.6849,0.77317,0.03693,1.75225,0.24493,0.05805,69.86,0.69,5.06,3
2016-05-26 12:00:00,18.04498,0.00048,5.28582,1.63973,3.42557,0.42943,1.15365,0.03955,3.40913,0.24553,0.05888,72.62,0.55,6.94,3
2016-05-26 13:00:00,10.47257,0.0004,5.2844,1.64167,1.7874,0.43142,0.77642,0.0428,7.14587,0.2476,0.05867,74.82,0.48,7.6,3
2016-05-26 14:00:00,5.80337,0.00038,5.31055,1.63988,4.88108,0.436,0.77377,0.0371,1.70067,0.24063,0.05267,77.12,0.42,8.33,3
2016-05-26 15:00:00,4.13122,0.00037,5.23108,1.6404,1.40303,4.1468,0.76722,0.04335,1.6839,0.23465,0.05297,79.23,0.37,9.37,3
2016-05-26 16:00:00,14.24857,0.00013,5.30462,1.64195,3.90427,7.714,0.76687,0.03933,6.91033,0.23538,0.05175,80.65,0.34,10.6,3
2016-05-26 17:00:00,8.19393,0.0004,5.38892,1.6383,3.9519,1.25148,0.76875,0.0383,1.6909,0.23708,0.05233,81.98,0.32,11.96,3
2016-05-26 18:00:00,11.414,0.0003,5.827,1.63765,1.47675,5.68737,0.76328,0.04467,1.70047,0.24378,0.05738,83.0,0.32,10.23,3
2016-05-26 19:00:00,16.56268,0.00047,5.17548,1.63653,5.22402,1.76503,0.76472,0.0375,6.91048,0.24382,0.05838,83.19,0.32,10.15,3
2016-05-26 20:00:00,13.12538,0.00037,5.17027,1.63732,1.43852,4.62595,0.76013,0.04467,1.69943,0.24147,0.05777,82.86,0.33,9.85,3
2016-05-26 21:00:00,22.67165,0.00067,6.31125,1.63525,4.38097,4.93033,0.75892,0.04005,1.7059,0.24107,0.05717,81.59,0.35,8.02,3
2016-05-26 22:00:00,25.86362,0.00037,5.1833,1.63273,3.9715,1.40275,0.76703,0.03985,6.88295,0.2395,0.0536,78.89,0.39,6.13,3
2016-05-26 23:00:00,22.42357,0.00022,5.14725,1.6504,1.95942,5.33792,0.76012,0.04355,1.72787,0.23358,0.04953,74.59,0.45,5.3,3
2016-05-27 00:00:00,24.99045,0.0002,5.0567,1.73442,5.63612,2.29015,0.75208,0.03522,1.90967,0.22932,0.04657,70.46,0.52,5.08,4
2016-05-27 01:00:00,26.14765,0.00022,4.97617,1.75352,1.03563,3.33402,0.75368,0.04427,7.00282,0.2287,0.04592,66.45,0.62,3.43,4
2016-05-27 02:00:00,23.23363,0.00017,5.08497,1.75915,4.9524,0.4496,0.7798,0.03807,1.83778,0.23382,0.04748,62.91,0.69,2.44,4
2016-05-27 03:00:00,21.59152,0.00022,5.11548,1.75917,3.58845,0.4534,0.78692,0.0412,1.859,0.23733,0.05472,60.42,0.73,2.53,4
2016-05-27 04:00:00,19.88697,0.00018,5.11165,1.75708,2.2543,0.45002,0.78415,0.0429,1.86212,0.23833,0.05705,58.05,0.77,1.25,4
2016-05-27 05:00:00,35.61202,0.00028,5.08085,1.757,5.64648,7.1357,0.77737,0.03727,6.8774,0.23975,0.0585,56.19,0.82,2.35,4
2016-05-27 06:00:00,23.03152,0.00018,5.09557,1.75877,0.76853,6.71132,0.77735,0.04708,1.86453,0.2399,0.05905,54.41,0.84,3.03,4
2016-05-27 07:00:00,26.22067,0.00018,5.0972,1.75773,5.1066,3.10713,0.78293,0.03928,2.14765,0.23978,0.05922,53.43,0.85,2.82,4
2016-05-27 08:00:00,28.628,0.00017,5.15807,1.75762,3.37965,2.5186,0.7834,0.04223,6.92738,0.24,0.05983,53.64,0.85,6.82,4
2016-05-27 09:00:00,23.9517,0.00023,5.12522,1.73355,2.44195,4.61553,0.77952,0.0439,1.82198,0.23968,0.05927,57.77,0.78,5.46,4
2016-05-27 10:00:00,22.40242,0.0003,5.1654,1.64135,5.42817,0.42342,0.76807,0.03662,1.74363,0.23395,0.05298,63.54,0.67,6.11,4
2016-05-27 11:00:00,19.04558,0.0004,5.37947,1.63385,0.84242,0.42523,0.76972,0.04445,6.89928,0.2383,0.05252,68.83,0.58,7.38,4
2016-05-27 12:00:00,17.6662,0.00037,5.2751,1.63753,4.91165,0.42822,0.77973,0.03852,1.74932,0.24847,0.059,72.46,0.52,6.46,4
2016-05-27 13:00:00,10.31778,0.00043,5.32685,1.63935,3.47395,0.42997,0.78008,0.04082,1.7305,0.24693,0.0585,75.08,0.49,6.57,4
2016-05-27 14:00:00,16.17613,0.0003,5.32705,1.64077,2.28198,7.43462,0.77135,0.04378,6.94303,0.24687,0.05913,77.5,0.44,6.83,4
2016-05-27 15:00:00,21.56393,0.00017,5.23538,1.63903,5.45415,7.49978,0.77195,0.03687,1.72817,0.24577,0.05963,79.37,0.41,7.22,4
2016-05-27 16:00:00,5.66693,0.0004,5.5965,1.63643,1.14432,2.22125,0.76565,0.04347,1.71008,0.24487,0.0597,80.55,0.38,6.03,4
2016-05-27 17:00:00,16.86482,0.00028,5.67298,1.63428,4.64625,4.19463,0.76082,0.0372,6.97092,0.2438,0.05945,80.67,0.39,6.36,4
2016-05-27 18:00:00,14.4654,0.00028,5.26302,1.63668,3.48758,5.04445,0.7666,0.04028,1.71875,0.24622,0.05942,80.56,0.38,7.36,4
2016-05-27 19:00:00,11.24902,0.0004,5.23722,1.63922,2.60225,1.35983,0.775,0.04185,1.71558,0.23797,0.05317,79.89,0.42,7.36,4
2016-05-27 20:00:00,16.78015,0.00035,5.3028,1.64052,5.8338,5.58133,0.7701,0.03747,1.72215,0.2386,0.05843,77.9,0.45,7.55,4
2016-05-27 21:00:00,23.63475,0.00028,5.21037,1.63825,0.69177,5.0386,0.77463,0.04767,6.74537,0.2404,0.05965,75.57,0.48,7.47,4
2016-05-27 22:00:00,23.49825,0.00035,5.27583,1.63575,5.63672,2.2108,0.77478,0.03835,1.74438,0.23963,0.05925,72.84,0.53,7.09,4
2016-05-27 23:00:00,23.79813,0.0002,5.25783,1.65893,3.02407,4.47695,0.78128,0.04412,1.77447,0.23802,0.05622,69.74,0.58,6.92,4
2016-05-28 00:00:00,31.16808,0.00023,5.13128,1.74905,3.37462,5.08377,0.77153,0.0433,7.16002,0.24028,0.05335,66.96,0.64,5.26,5
2016-05-28 01:00:00,23.32598,0.00018,5.07195,1.75183,5.21465,0.32947,0.77045,0.03798,1.87983,0.24642,0.05933,64.36,0.69,3.84,5
2016-05-28 02:00:00,19.20213,0.00032,6.40137,1.75877,1.0846,0.29322,0.78298,0.04545,2.03733,0.25068,0.05957,62.1,0.75,3.72,5
2016-05-28 03:00:00,28.95677,0.00012,5.10045,1.75767,5.95073,0.29303,0.78105,0.03837,7.20003,0.24958,0.0595,60.34,0.79,4.32,5
2016-05-28 04:00:00,26.59848,0.00017,5.12938,1.76047,2.19068,7.51228,0.78322,0.0451,1.94165,0.25023,0.05927,58.34,0.83,3.73,5
2016-05-28 05:00:00,25.91163,0.00018,5.14398,1.75893,4.17328,4.2138,0.78992,0.04005,1.88995,0.24623,0.05537,57.52,0.84,3.82,5
2016-05-28 06:00:00,32.53382,0.00025,5.14815,1.75965,4.54215,5.13385,0.79008,0.04132,6.9837,0.23748,0.05142,56.58,0.85,4.07,5
2016-05-28 07:00:00,21.21043,0.0002,5.12648,1.75807,1.58152,2.75342,0.78768,0.0453,1.87232,0.23987,0.05948,56.05,0.87,4.03,5
2016-05-28 08:00:00,26.0547,0.00017,5.1742,1.75583,5.81767,2.02892,0.7883,0.03852,2.15655,0.24003,0.0598,58.07,0.83,4.95,5
2016-05-28 09:00:00,24.17585,0.0002,5.22478,1.71672,1.7858,0.29772,0.79565,0.04517,6.939,0.24072,0.05962,61.51,0.76,4.78,5
2016-05-28 10:00:00,21.1853,0.00033,5.2723,1.64062,4.25283,0.29635,0.7926,0.04165,1.78167,0.23828,0.0545,64.56,0.69,4.18,5
2016-05-28 11:00:00,20.65167,0.00035,5.23165,1.64965,4.30577,0.293,0.78343,0.0402,1.78015,0.2448,0.05607,67.57,0.63,5.61,5
2016-05-28 12:00:00,24.67088,0.00025,5.24887,1.63752,1.62612,5.77448,0.77245,0.04605,7.04203,0.24742,0.05933,70.84,0.57,6.53,5
2016-05-28 13:00:00,17.12268,0.00018,5.27343,1.63785,5.63867,7.70602,0.76557,0.03687,1.71943,0.24615,0.05955,73.76,0.53,6.65,5
2016-05-28 14:00:00,3.64613,0.00048,5.92508,1.64038,1.58768,0.93645,0.78002,0.04342,1.71942,0.24198,0.0547,75.77,0.5,7.97,5
2016-05-28 15:00:00,4.96158,0.0004,5.54425,1.63995,4.41782,0.6852,0.7839,0.03962,1.73255,0.24015,0.05893,77.19,0.48,8.7,5
2016-05-28 16:00:00,10.34232,0.00025,5.37005,1.64097,4.12462,7.78325,0.77183,0.04053,6.79853,0.24018,0.0595,78.12,0.46,9.25,5
2016-05-28 17:00:00,8.2835,0.00035,5.30222,1.63898,1.95347,4.21,0.76837,0.0431,1.71503,0.23947,0.05955,78.23,0.47,8.63,5
2016-05-28 18:00:00,10.97153,0.00028,5.33113,1.6381,5.99977,6.15173,0.76763,0.035,1.71618,0.23925,0.05903,77.68,0.47,9.76,5
2016-05-28 19:00:00,10.70172,0.00043,5.24278,1.63687,0.9302,2.08807,0.76827,0.04528,6.63048,0.23855,0.05403,76.42,0.48,9.52,5
2016-05-28 20:00:00,16.4128,0.00022,5.27208,1.6386,5.50638,6.02892,0.76947,0.03677,1.72835,0.24573,0.05917,73.29,0.55,8.23,5
2016-05-28 21:00:00,19.23577,0.00032,5.1949,1.63713,3.25335,4.77605,0.76168,0.04147,1.69972,0.23953,0.05518,70.27,0.59,8.55,5
2016-05-28 22:00:00,26.77338,0.00042,5.29013,1.63892,3.56383,4.30932,0.76667,0.04129,6.66027,0.23772,0.05575,67.24,0.66,7.9,5
