time_hour,use [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Barn [kW],Microwave [kW],Living room [kW],temperature,windSpeed,dayofweek
2016-08-27 02:00:00,30.40467,0.00018,1.18553,3.82947,2.50657,14.55587,5.31385,0.75848,0.03912,0.00927,1.87522,0.23445,0.09667,54.02,5.09,5
2016-08-27 03:00:00,24.72683,0.00027,1.20895,3.87315,2.51472,9.07252,5.06068,0.77105,0.03375,0.00223,1.8643,0.23248,0.09273,53.72,5.39,5
2016-08-27 04:00:00,25.14147,0.00018,1.21738,3.87037,2.51458,8.32343,6.19913,0.77422,0.0356,0.00165,1.86943,0.23717,0.09832,53.19,4.94,5
2016-08-27 05:00:00,18.9466,0.00023,1.22253,3.85493,2.51857,1.628,6.68255,0.7768,0.04543,0.00418,1.87372,0.23877,0.10088,52.73,6.3,5
2016-08-27 06:00:00,22.52657,0.00018,1.23722,3.88565,2.51293,5.79583,5.88873,0.7843,0.04023,0.00112,2.03977,0.23993,0.10067,54.15,6.68,5
2016-08-27 07:00:00,22.17857,0.00018,1.22473,4.25962,2.49487,8.91577,2.2481,0.78073,0.03372,0.00342,1.87838,0.23898,0.10007,57.81,6.54,5
2016-08-27 08:00:00,19.07682,0.00015,1.24373,4.3113,2.7431,1.20785,6.36033,0.78697,0.04687,0.00297,2.03285,0.23965,0.10105,62.15,7.71,5
2016-08-27 09:00:00,19.72952,0.00028,1.24363,3.93425,2.49958,5.27828,3.56967,0.78887,0.03967,0.00223,2.03408,0.23945,0.09952,66.27,9.27,5
2016-08-27 10:00:00,24.71155,0.00025,1.21665,3.92425,2.42883,8.48127,5.74337,0.77457,0.03487,0.00262,1.77483,0.23832,0.09173,69.89,11.13,5
2016-08-27 11:00:00,18.90278,0.00027,1.21837,3.94272,2.37877,1.98993,6.47523,0.77495,0.04523,0.00332,1.75487,0.23542,0.08372,72.97,13.33,5
2016-08-27 12:00:00,20.76673,0.00028,1.2048,3.93885,2.37567,4.52428,5.81142,0.76877,0.04057,0.00118,1.76478,0.24288,0.09325,76.16,13.17,5
2016-08-27 13:00:00,22.40295,0.00035,1.19547,3.96537,2.37152,8.41735,3.58502,0.76617,0.03268,0.0034,1.73132,0.24275,0.09157,78.37,14.08,5
2016-08-27 14:00:00,16.49897,0.00033,1.21458,4.0152,2.38102,1.35537,4.6528,0.7751,0.04532,0.00188,1.71955,0.2452,0.09262,79.55,15.49,5
2016-08-27 15:00:00,21.35598,0.00028,1.21097,4.05162,2.37902,4.6965,6.14902,0.77213,0.03932,0.00313,1.7176,0.24475,0.09165,79.5,16.19,5
2016-08-27 16:00:00,20.51173,0.00032,1.1908,4.0531,2.3739,3.82922,6.24378,0.76142,0.04003,0.00395,1.68997,0.23893,0.08632,78.1,14.2,5
2016-08-27 17:00:00,16.76402,0.00033,1.18287,4.02633,2.37193,2.20763,4.17588,0.75847,0.04247,0.00162,1.6733,0.2377,0.08548,75.67,12.27,5
2016-08-27 18:00:00,21.36015,0.00038,1.19543,4.03928,2.37502,6.44678,4.48582,0.7642,0.0357,0.0026,1.6852,0.23978,0.08995,72.43,11.55,5
2016-08-27 19:00:00,17.78965,0.00027,1.18767,4.02743,2.37842,0.30218,7.07843,0.75918,0.04663,0.00363,1.67598,0.23977,0.09005,70.66,10.9,5
2016-08-27 20:00:00,25.54055,0.00032,1.19565,4.24062,2.3763,7.5349,7.37895,0.76215,0.03517,0.0016,1.68463,0.23947,0.0908,69.23,11.89,5
2016-08-27 21:00:00,17.41768,0.00032,1.19658,4.03248,2.3778,1.513,5.47383,0.76542,0.0454,0.00267,1.68838,0.23698,0.08482,68.18,13.17,5
2016-08-27 22:00:00,22.72035,0.00025,1.2058,3.9978,2.37655,5.35737,6.87215,0.7679,0.03982,0.00348,1.76217,0.24322,0.09385,67.71,14.41,5
2016-08-27 23:00:00,23.14198,0.00023,1.19718,3.91282,2.45977,5.22168,7.39572,0.76417,0.04062,0.00203,1.80862,0.2433,0.09585,66.97,13.56,5
2016-08-28 00:00:00,17.18287,0.00027,1.19877,3.8685,2.4981,0.8101,5.77337,0.76545,0.04663,0.00298,1.8814,0.23887,0.09843,66.49,13.27,6
2016-08-28 01:00:00,24.18402,0.00022,1.21533,4.03382,2.49627,8.12672,4.96068,0.77405,0.03725,0.0024,2.19092,0.24587,0.1005,65.99,12.45,6
2016-08-28 02:00:00,17.49272,0.00013,1.21885,4.12673,2.50142,0.82958,5.7461,0.77558,0.04763,0.00227,1.89705,0.2462,0.10117,65.26,11.71,6
2016-08-28 03:00:00,24.93678,0.00035,2.44077,3.86948,2.49898,6.06725,6.84858,0.77683,0.04065,0.0027,2.04393,0.24598,0.10127,65.17,11.62,6
2016-08-28 04:00:00,20.73235,0.00015,1.22878,3.87852,2.50092,3.4336,6.64783,0.78,0.04378,0.00345,1.88383,0.23727,0.09422,65.46,11.97,6
2016-08-28 05:00:00,17.93598,0.00022,1.2273,3.87385,2.49775,2.72693,4.56393,0.78077,0.0451,0.00122,1.8797,0.23965,0.09957,65.93,11.84,6
2016-08-28 06:00:00,21.69963,0.00023,1.23488,3.91155,2.49752,6.7464,4.25215,0.78463,0.03975,0.00247,1.88942,0.24017,0.10047,66.98,12.52,6
2016-08-28 07:00:00,16.80292,0.00028,1.23903,4.28912,2.50382,0.30728,5.39812,0.78632,0.0482,0.00287,1.88863,0.2397,0.09955,68.07,12.81,6
2016-08-28 08:00:00,23.97528,0.00027,1.2409,3.88943,2.50125,7.49337,5.78567,0.78677,0.0392,0.0018,1.89387,0.24012,0.10265,68.95,11.1,6
2016-08-28 09:00:00,14.05867,0.00017,1.2248,3.86915,2.49795,1.71812,1.55568,0.78247,0.04607,0.00138,2.02318,0.24008,0.09962,71.34,12.33,6
2016-08-28 10:00:00,22.05105,0.0002,1.22198,3.93217,2.42628,4.34463,7.19693,0.77653,0.04145,0.00208,1.77753,0.2376,0.09365,72.58,10.42,6
2016-08-28 11:00:00,19.99827,0.00033,1.21497,3.93787,2.37368,4.75388,4.81412,0.7749,0.04112,0.00268,1.75522,0.23852,0.09098,73.84,10.36,6
2016-08-28 12:00:00,16.4984,0.00023,1.21487,3.9807,2.37565,1.29197,4.78335,0.77443,0.04553,0.00297,1.71823,0.2299,0.08057,74.32,11.15,6
2016-08-28 13:00:00,24.16302,0.00035,1.19502,3.98032,2.37167,7.40093,6.38893,0.76345,0.03508,0.00163,1.6999,0.2375,0.08823,74.8,10.05,6
2016-08-28 14:00:00,16.47037,0.00032,1.19703,4.01252,2.37733,0.30475,5.72837,0.7653,0.04647,0.00323,1.70115,0.24252,0.09138,74.44,10.43,6
2016-08-28 15:00:00,20.12587,0.00037,1.1575,3.97053,2.36553,6.25537,3.60182,0.74707,0.03392,0.003,1.66658,0.23498,0.0892,74.07,9.88,6
2016-08-28 16:00:00,17.77295,0.00028,1.17882,4.01975,2.37318,2.61793,4.76135,0.75698,0.04188,0.00138,1.68873,0.24183,0.09082,72.69,8.94,6
2016-08-28 17:00:00,20.55028,0.00028,1.19382,4.03213,2.37625,3.51015,6.59923,0.76282,0.04023,0.00408,1.70108,0.23882,0.09138,71.31,8.36,6
2016-08-28 18:00:00,21.34067,0.00032,1.20068,4.05195,2.3793,5.32677,5.52358,0.76728,0.03822,0.00333,1.71333,0.24412,0.09178,70.78,7.94,6
2016-08-28 19:00:00,15.36725,0.00035,1.18708,4.02873,2.37963,0.55497,4.38255,0.76145,0.04548,0.003,1.6963,0.23713,0.09057,70.21,7.52,6
2016-08-28 20:00:00,25.9538,0.00033,1.19327,4.04458,2.37372,8.08188,7.47337,0.76098,0.03422,0.00165,1.67405,0.2351,0.08065,70.06,6.45,6
2016-08-28 21:00:00,18.66353,0.00035,1.19375,4.02965,2.37802,1.01445,7.24138,0.76163,0.04548,0.00475,1.67857,0.23068,0.08482,69.8,6.47,6
2016-08-28 22:00:00,22.38987,0.0004,1.22395,4.42047,2.3817,5.49668,5.99828,0.77697,0.04018,0.00393,1.72875,0.23515,0.0834,69.48,6.53,6
2016-08-28 23:00:00,25.58752,0.00022,1.23023,3.94432,2.47653,6.08835,8.7187,0.77788,0.03982,0.0014,1.97442,0.23962,0.09603,69.19,6.27,6
2016-08-29 00:00:00,18.2987,0.0003,1.21178,4.16833,2.50115,0.31277,6.23917,0.76767,0.04843,0.00408,2.69877,0.24485,0.1014,68.61,6.65,0
2016-08-29 01:00:00,95.50255,0.00207,16.39712,42.5971,15.28108,8.01673,9.9315,0.91575,0.01112,0.00962,2.0212,0.22837,0.0909,68.48,6.94,0
2016-08-29 02:00:00,80.5879,0.0027,16.2018,26.4041,17.49473,7.70242,9.71465,0.83662,0.02432,0.01418,1.85962,0.24122,0.09155,68.01,6.78,0
2016-08-29 03:00:00,53.90678,0.00233,16.22743,22.04577,2.52113,0.42825,9.59218,0.82335,0.04143,0.00993,1.876,0.24003,0.09893,67.63,5.32,0
2016-08-29 04:00:00,52.90965,0.00295,16.25747,15.92068,2.53557,5.5931,9.51922,0.80515,0.03505,0.00807,1.89057,0.24272,0.09912,68.85,6.43,0
2016-08-29 05:00:00,48.55493,0.00315,16.26792,13.33645,2.54377,3.89367,9.42235,0.79435,0.04003,0.00922,1.89792,0.24623,0.09988,70.22,7.72,0
2016-08-29 06:00:00,38.40972,0.0039,17.59427,8.62917,2.5552,1.65955,4.9561,0.7745,0.04522,0.01122,1.86148,0.2322,0.08692,71.79,7.36,0
2016-08-29 07:00:00,40.00847,0.0028,16.23498,9.14055,2.54772,7.5095,1.56758,0.7782,0.03508,0.00413,1.86302,0.23478,0.09012,73.78,8.58,0
2016-08-29 08:00:00,34.24367,0.00273,16.25503,10.4163,2.54828,0.29995,1.58128,0.78132,0.04575,0.00818,1.99043,0.22975,0.08465,74.74,7.82,0
2016-08-29 09:00:00,35.64313,0.00333,16.25367,4.84695,2.55445,5.63253,3.3456,0.75497,0.03965,0.00587,1.87202,0.23918,0.09492,75.62,8.01,0
2016-08-29 10:00:00,40.68298,0.00438,16.28903,6.94805,2.51703,2.88377,9.09035,0.75515,0.0429,0.01225,1.80395,0.24053,0.09558,76.63,7.89,0
2016-08-29 11:00:00,39.56348,0.00423,16.2711,8.03473,2.45972,3.33423,6.54905,0.75848,0.04137,0.00975,1.76567,0.2395,0.09565,79.07,7.41,0
2016-08-29 12:00:00,48.20422,0.00408,16.2662,11.13412,2.41902,5.80135,6.09488,0.77063,0.03887,3.61515,1.73047,0.23808,0.09137,79.64,6.98,0
2016-08-29 13:00:00,37.76207,0.00468,16.38297,8.65685,2.42892,0.93382,5.61595,0.76342,0.04423,0.01122,1.71077,1.1189,0.09035,78.61,6.87,0
2016-08-29 14:00:00,54.42992,0.0099,22.50203,8.47385,4.68945,8.46502,5.66293,1.14775,0.03473,0.00915,3.10875,0.2345,0.09185,77.1,6.36,0
2016-08-29 15:00:00,35.56972,0.01027,18.46323,4.03573,6.50835,1.4998,2.22373,0.72927,0.05253,0.01138,1.70683,0.23362,0.09497,74.08,4.86,0
2016-08-29 16:00:00,55.60392,0.00887,18.6702,8.72968,6.63752,5.76567,4.90713,0.74088,0.04393,2.61603,1.68005,0.2271,5.57685,71.6,4.66,0
2016-08-29 17:00:00,76.28948,0.011,13.1568,21.07492,6.39798,6.18403,4.36337,0.8045,0.02592,0.01817,1.62407,17.15912,5.46962,70.4,5.49,0
2016-08-29 18:00:00,71.1669,0.00935,15.16718,36.45388,4.02212,3.55043,2.97638,0.86718,0.02805,0.84725,1.62597,0.3623,5.2568,69.2,5.05,0
2016-08-29 19:00:00,101.97208,19.6719,15.86632,42.19128,6.53617,6.68087,5.01335,1.12778,0.02113,0.01902,1.60138,0.20843,3.03445,67.9,4.55,0
2016-08-29 20:00:00,102.84007,22.71265,19.61092,45.03625,6.34907,4.7319,1.62983,0.86647,0.02107,0.01828,1.57065,0.21162,0.08137,66.9,3.38,0
2016-08-29 21:00:00,90.10222,18.5499,16.59097,39.90863,5.85987,4.81472,1.59475,0.84552,0.0233,0.02112,1.58862,0.21943,0.0854,66.4,3.3,0
2016-08-29 22:00:00,61.88278,0.01808,14.53697,28.81212,4.63775,1.564,1.59692,0.8233,0.03308,0.01298,1.68125,0.23148,7.93485,65.63,2.75,0
2016-08-29 23:00:00,42.35448,0.01238,12.48077,9.13597,8.12443,5.82205,3.85265,0.75357,0.0367,0.01088,1.7907,0.2383,0.09608,65.52,3.22,0
2016-08-30 00:00:00,34.54113,0.0118,8.17168,3.83347,7.47923,2.8547,8.80347,0.96453,0.04463,0.01002,2.02898,0.24002,0.0986,64.93,3.38,1
2016-08-30 01:00:00,51.32745,0.00498,9.05853,3.84115,16.68018,3.55193,9.03757,0.81715,0.05587,5.89907,2.03825,0.2346,0.10817,64.59,2.74,1
2016-08-30 02:00:00,48.61093,0.00257,4.22807,3.81378,28.50352,5.96298,2.90435,0.76843,0.0405,0.01468,2.03252,0.23972,0.09982,65.0,2.14,1
2016-08-30 03:00:00,45.28127,0.00372,4.70658,13.9135,15.62078,1.37128,6.5984,0.80477,0.04675,0.0104,1.87732,0.23308,0.09468,67.75,3.22,1
2016-08-30 04:00:00,29.66182,0.00072,1.2327,7.99055,7.65908,4.50608,5.22248,0.78815,0.0395,0.00353,1.8816,0.23882,0.0986,70.94,2.78,1
2016-08-30 05:00:00,21.64713,0.00022,1.22953,3.85053,7.11063,4.57003,1.83533,0.78127,0.04072,0.00205,1.88757,0.23993,0.09932,73.95,1.21,1
2016-08-30 06:00:00,19.32453,0.00023,1.23117,3.8615,2.58668,1.29315,7.29283,0.77945,0.0461,0.00333,1.88947,0.23927,0.10135,76.59,0.66,1
2016-08-30 07:00:00,19.4828,0.0002,1.23408,4.26713,2.56353,4.2246,3.99273,0.7835,0.04128,0.00315,2.03285,0.23947,0.10027,78.88,3.36,1
2016-08-30 08:00:00,19.8096,0.00013,1.23265,3.87742,2.55955,4.52488,4.56265,0.78233,0.04143,0.0033,1.8924,0.23967,0.09318,81.51,7.67,1
2016-08-30 09:00:00,16.68247,0.00022,1.22408,3.84058,2.55745,1.724,4.25868,0.77853,0.04495,0.00153,1.90652,0.24427,0.10165,83.49,5.98,1
2016-08-30 10:00:00,17.08093,0.0003,1.2099,3.91838,2.50225,3.04028,3.44545,0.77207,0.04252,0.00147,1.80897,0.24208,0.09727,84.99,5.95,1
2016-08-30 11:00:00,70.1834,0.00047,1.20298,4.1101,2.46337,5.95713,4.81505,0.76825,0.033,5.60438,1.7391,27.9482,15.54137,85.5,6.35,1
2016-08-30 12:00:00,27.1969,0.00058,2.90967,3.95513,6.22638,2.0626,3.10747,1.07693,0.04285,0.00648,1.7738,0.24518,5.78982,84.01,6.88,1
2016-08-30 13:00:00,23.5733,0.00033,1.21148,3.97268,5.87217,3.86552,5.76292,0.77055,0.03993,0.0036,1.74098,0.24142,0.09172,81.38,6.72,1
2016-08-30 14:00:00,21.18257,0.00028,1.20887,3.99847,6.1064,5.52992,1.48215,0.77343,0.03645,0.00202,1.715,0.23985,0.08973,79.41,7.46,1
2016-08-30 15:00:00,23.7582,0.00087,2.81595,4.3173,5.6851,2.21737,5.90278,0.76873,0.04275,0.00588,1.6856,0.2345,0.08137,77.39,7.0,1
2016-08-30 16:00:00,27.87825,0.0003,1.19878,4.13188,6.19727,7.24405,1.63775,0.76907,0.03208,0.00335,1.68293,3.8471,1.13368,74.57,6.12,1
2016-08-30 17:00:00,36.22613,0.00043,1.19415,3.9802,6.06598,15.24615,5.91605,0.76307,0.03785,1.00838,1.6856,0.23953,0.08873,73.62,5.11,1
2016-08-30 18:00:00,25.61342,0.00043,1.19045,4.07637,6.64707,9.2045,1.69057,0.76475,0.03353,0.00403,1.6802,0.23582,0.0857,72.92,4.84,1
2016-08-30 19:00:00,22.62023,0.00347,6.93547,4.03303,3.08048,1.87885,3.30515,1.34643,0.04438,0.00627,1.67205,0.2312,0.08345,72.4,4.19,1
2016-08-30 20:00:00,38.52895,0.00713,12.48645,4.00873,5.42535,5.27088,8.19025,1.07263,0.04068,0.00985,1.68858,0.23643,0.09197,72.04,4.36,1
2016-08-30 21:00:00,35.9136,0.00947,16.66502,3.92442,5.92297,1.14112,5.44395,0.732,0.04985,0.01443,1.68522,0.23488,0.09028,71.87,3.5,1
2016-08-30 22:00:00,43.17078,0.0084,15.7018,3.97965,3.69418,4.46272,1.44565,0.73502,0.04125,0.01187,1.79073,0.22793,11.07158,71.85,3.71,1
2016-08-30 23:00:00,30.76203,0.00405,8.3297,3.8851,2.48398,6.12648,1.69882,0.7496,0.03862,0.007,1.799,5.44097,0.19872,71.99,4.33,1
2016-08-31 00:00:00,30.3348,0.00207,4.46742,3.85113,8.11567,2.84575,7.86967,0.76257,0.04482,0.00727,2.02753,0.24043,0.10048,72.15,3.75,2
2016-08-31 01:00:00,43.37092,0.00088,1.22907,3.85417,22.2206,4.67008,8.18278,0.77703,0.04237,0.0127,2.0353,0.24515,0.10078,72.69,2.51,2
2016-08-31 02:00:00,46.6329,0.00075,1.21485,3.80547,26.89293,4.45165,3.17068,1.07062,0.04538,3.60592,2.0328,0.24043,0.10142,74.18,3.4,2
2016-08-31 03:00:00,33.98747,0.00062,2.64825,3.85677,12.27562,2.61245,4.40507,0.78167,0.04362,0.00918,1.9055,0.2458,5.20293,77.42,4.27,2
2016-08-31 04:00:00,18.33287,0.00013,1.22802,3.88225,6.23902,2.8633,1.03398,0.78328,0.04378,0.00227,1.90832,0.24618,0.10233,80.76,6.38,2
2016-08-31 05:00:00,22.41692,0.00025,1.23315,3.87825,6.24113,4.45845,3.51793,0.78385,0.04208,0.0021,1.91045,0.24687,0.1024,83.07,8.35,2
2016-08-31 06:00:00,19.1569,0.00015,1.23957,3.89645,6.25275,4.10942,0.55743,0.78925,0.04235,0.00237,1.91713,0.24638,0.10365,84.91,9.36,2
2016-08-31 07:00:00,17.61242,0.00012,1.24222,4.05295,6.25593,2.13123,0.55752,0.7905,0.045,0.00243,2.19375,0.24258,0.09818,86.67,8.19,2
2016-08-31 08:00:00,17.35182,0.00012,1.24215,4.13685,6.25335,2.09482,0.55632,0.79042,0.04525,0.00223,1.8947,0.23867,0.09695,87.86,9.66,2
2016-08-31 09:00:00,18.80958,8e-05,1.23698,3.87002,6.24598,3.69087,0.55693,0.78785,0.04267,0.00193,2.03467,0.24012,0.10148,87.88,9.63,2
2016-08-31 10:00:00,18.44593,0.00023,1.22065,4.29498,6.17948,3.09105,0.55503,0.77982,0.04253,0.00213,1.94305,0.23815,0.09882,86.84,9.48,2
2016-08-31 11:00:00,39.27925,0.0003,2.25543,3.93272,6.1021,4.16807,0.55023,0.77387,0.0428,5.52788,1.75018,1.10222,13.07345,85.48,8.5,2
2016-08-31 12:00:00,23.22135,0.00085,3.59652,3.97712,4.56973,7.36192,0.5515,1.07558,0.03495,0.00312,1.72122,0.23872,0.09013,82.4,6.56,2
2016-08-31 13:00:00,26.34968,0.00038,1.20697,3.94853,2.38295,13.76422,2.1964,0.7732,0.03773,0.0109,1.69915,0.23898,0.09027,77.84,5.12,2
2016-08-31 14:00:00,23.00475,0.0002,1.2071,3.92953,2.3879,4.84337,7.82065,0.76943,0.03917,0.00188,1.6884,0.2341,0.08302,74.9,2.87,2
2016-08-31 15:00:00,19.72047,0.00013,1.20128,3.91752,2.38815,1.55248,7.80098,0.76727,0.04472,0.00367,1.71437,0.23888,0.09102,71.67,2.95,2
2016-08-31 16:00:00,14.26135,0.00047,1.19445,3.93128,2.38517,2.86173,1.02175,0.76927,0.04185,0.00187,1.71958,0.24078,0.09315,69.76,1.61,2
2016-08-31 17:00:00,16.38228,0.00047,1.19418,3.95602,2.38565,3.90288,2.08162,0.76825,0.04007,0.00312,1.71538,0.24243,0.09222,69.42,1.16,2
2016-08-31 18:00:00,20.44027,0.00027,1.19727,3.98588,2.3881,3.57718,6.43363,0.76635,0.0409,0.00367,1.71377,0.24037,0.09288,68.72,0.77,2
2016-08-31 19:00:00,14.4757,0.0004,1.19072,3.9629,2.38628,1.65287,2.46708,0.7667,0.04395,0.00168,1.68675,0.23245,0.08392,68.46,1.31,2
2016-08-31 20:00:00,17.47645,0.00028,1.19173,3.9335,2.38657,2.86103,4.2617,0.76522,0.04207,0.00162,1.7107,0.23488,0.08715,69.39,3.06,2
2016-08-31 21:00:00,18.39812,0.00038,1.18858,3.91642,2.38398,5.12105,2.24828,1.16162,0.03718,0.00238,1.73587,0.22973,0.37263,69.38,2.2,2
2016-08-31 22:00:00,42.08993,0.00027,1.19312,3.96935,2.43312,5.03082,7.12245,0.78927,0.03357,0.00535,1.73597,0.23165,19.54502,69.44,3.1,2
2016-08-31 23:00:00,21.50953,0.00038,2.61942,3.91067,2.48905,5.8494,2.70763,1.0482,0.04047,0.00392,2.41942,0.22843,0.19255,69.62,3.6,2
2016-09-01 00:00:00,66.14415,26.28118,1.1442,3.99587,10.67405,5.69815,8.5402,0.72878,0.05198,6.5065,2.1874,0.22852,0.10732,69.95,3.28,3
2016-09-01 01:00:00,79.63828,31.32932,1.15993,4.01307,29.55378,8.50827,1.77197,0.73922,0.03827,0.03593,2.15187,0.23457,0.1021,71.8,3.09,3
2016-09-01 02:00:00,37.63235,0.0806,1.22702,3.84987,12.75133,8.70368,7.98037,0.77603,0.03447,0.004,1.89032,0.23668,0.09798,74.02,3.12,3
2016-09-01 03:00:00,23.30637,0.00022,1.21528,3.8565,6.33307,6.94627,1.9487,0.77753,0.03587,0.00157,1.86568,0.23403,0.09165,75.21,3.62,3
2016-09-01 04:00:00,28.2303,0.00033,1.22113,3.86187,6.49048,6.80893,6.82783,0.77663,0.03717,0.00217,1.86955,0.23773,0.09647,76.04,4.74,3
2016-09-01 05:00:00,15.79845,0.00035,2.44302,3.85402,2.9788,0.54495,2.93193,0.77998,0.04643,0.00272,1.87732,0.23865,0.10028,78.1,5.76,3
2016-09-01 06:00:00,24.34228,0.00023,1.28885,4.15555,2.56628,6.6451,6.47097,0.78132,0.03727,0.00202,2.05537,0.23952,0.09982,80.74,5.18,3
2016-09-01 07:00:00,16.6641,0.0002,1.2304,4.10853,2.56815,2.46588,3.08318,0.78507,0.04355,0.00253,2.037,0.23975,0.09985,82.76,5.68,3
2016-09-01 08:00:00,21.4581,0.00022,1.2294,4.16967,2.56832,3.78613,6.66083,0.78143,0.042,0.00197,1.87905,0.23933,0.09975,84.1,6.55,3
2016-09-01 09:00:00,17.96623,0.00012,1.21132,3.85037,2.56125,5.37017,1.95523,0.77602,0.03835,0.00217,1.87322,0.23425,0.09378,84.55,7.96,3
2016-09-01 10:00:00,19.47865,0.00023,1.19882,3.8558,2.55023,1.97817,6.90927,0.76587,0.04337,0.0029,1.83923,0.2364,0.09837,83.1,8.86,3
2016-09-01 11:00:00,37.83183,0.00027,1.19825,3.91423,2.49298,6.93465,2.23117,0.76862,0.03887,5.0484,1.77638,0.2366,13.19142,80.55,8.21,3
2016-09-01 12:00:00,36.83695,0.00045,2.78163,3.94232,2.61715,2.516,5.19903,1.0828,0.03998,0.00623,1.76112,0.23823,16.652,78.2,9.13,3
2016-09-01 13:00:00,23.25183,0.00028,1.20388,3.93253,5.72652,5.99242,3.48487,0.769,0.03648,0.00285,1.77078,0.23692,0.0953,77.0,7.42,3
2016-09-01 14:00:00,19.3963,0.00022,1.2099,3.95827,6.38565,1.67165,3.26887,0.77243,0.04365,0.00373,1.75003,0.23757,0.09433,76.13,7.1,3
2016-09-01 15:00:00,24.28907,0.00042,1.2214,3.99853,6.2722,4.16553,5.74837,0.77615,0.04015,0.00302,1.73172,0.23845,0.09313,75.66,7.49,3
2016-09-01 16:00:00,25.00298,0.00062,2.78132,4.06315,2.73422,5.10208,2.36738,0.77517,0.0378,0.9889,1.72112,0.23883,4.1924,75.09,6.77,3
2016-09-01 17:00:00,23.7495,0.00045,1.21322,4.08335,7.00833,2.19005,6.38745,0.77185,0.04307,0.00545,1.717,0.2378,0.09148,74.68,6.95,3
2016-09-01 18:00:00,22.44475,0.00035,1.21503,4.12507,7.89175,5.79218,0.55332,0.77737,0.03585,0.00242,1.72122,0.2385,0.0917,74.7,8.53,3
2016-09-01 19:00:00,48.22562,0.00228,1.22523,4.04127,29.61208,3.4296,7.07693,0.77312,0.0422,0.02292,1.6871,0.23025,0.08263,74.94,8.85,3
2016-09-01 20:00:00,24.2664,0.00075,1.21282,4.05058,11.31777,2.23435,2.60447,0.77405,0.04335,0.00698,1.7029,0.23337,0.08502,75.06,10.0,3
2016-09-01 21:00:00,39.90755,0.00123,1.21855,4.07038,17.68808,5.81653,8.29983,0.77085,0.03767,0.01148,1.6815,0.2307,0.08073,75.05,10.71,3
2016-09-01 22:00:00,27.67007,0.00037,1.20945,4.12947,6.6363,3.2275,1.49295,0.77435,0.03932,0.00453,1.74007,0.23565,8.18012,75.18,10.66,3
2016-09-01 23:00:00,24.07192,0.00035,1.20852,4.15813,8.86515,5.28245,1.44145,0.7735,0.0387,0.00512,1.9638,0.23788,0.09687,73.89,9.47,3
2016-09-02 00:00:00,37.78117,0.0007,1.2164,3.89232,22.7017,3.58203,2.5504,1.40745,0.04412,0.0107,2.03365,0.23537,0.10633,70.19,9.78,4
2016-09-02 01:00:00,46.86178,0.00087,1.2045,3.84932,17.20652,2.98608,10.16327,0.7623,0.0537,8.4488,1.85965,0.2294,0.09738,67.77,7.03,4
2016-09-02 02:00:00,45.76463,0.00115,1.23388,3.86492,27.95737,5.37998,4.28918,0.78022,0.0401,0.01662,1.87008,0.23667,0.09447,69.28,6.86,4
2016-09-02 03:00:00,19.90903,0.00013,1.24238,3.9901,4.17927,0.76902,6.65502,0.78705,0.04708,0.00418,1.89608,0.23982,0.0989,71.66,11.9,4
2016-09-02 04:00:00,18.25535,0.00018,1.236,4.21755,2.69658,5.54793,1.50198,0.78697,0.03918,0.00227,1.8871,0.23978,0.09982,75.29,13.77,4
2016-09-02 05:00:00,18.96073,0.00015,1.2445,3.89908,2.69848,2.59192,5.45495,0.78858,0.04405,0.00195,1.89435,0.24007,0.10265,77.06,16.45,4
2016-09-02 06:00:00,17.29388,0.00013,1.24222,3.91975,2.69492,3.43485,2.93342,0.78902,0.04277,0.00137,1.89433,0.24002,0.1011,78.11,16.47,4
2016-09-02 07:00:00,18.3277,0.0002,1.23825,3.892,2.69265,4.21927,3.2234,0.78707,0.04113,0.00162,1.89033,0.23998,0.1018,78.27,14.84,4
2016-09-02 08:00:00,23.16538,0.0002,1.23772,3.98805,2.69288,1.83275,5.1151,0.78562,0.04515,0.00208,7.13475,0.2363,0.09478,76.67,12.5,4
2016-09-02 09:00:00,21.35707,0.00022,1.22973,4.20992,2.68777,5.63403,4.38215,0.78193,0.03858,0.00162,2.04893,0.24047,0.10172,73.89,10.41,4
2016-09-02 10:00:00,35.97347,0.00018,1.20047,3.92863,2.64493,2.17237,3.8095,0.76807,0.04628,4.54573,1.79648,0.23715,14.82367,69.5,7.87,4
2016-09-02 11:00:00,40.9376,0.0006,3.56138,3.91738,2.66817,3.88052,2.06197,0.76997,0.03718,1.5244,1.77598,1.13578,19.60427,65.22,6.71,4
2016-09-02 12:00:00,21.18932,0.00022,1.22678,4.02603,4.88432,5.79787,1.58012,1.07235,0.0363,0.00228,1.77432,0.23812,0.55062,62.82,7.32,4
2016-09-02 13:00:00,15.38395,0.0003,1.2154,3.99328,5.01408,0.82822,1.43087,0.777,0.04468,0.0032,1.74583,0.23917,0.09192,60.82,7.44,4
2016-09-02 14:00:00,26.62163,0.00033,1.21083,4.05317,4.61942,6.2447,7.63262,0.77035,0.03515,0.00188,1.72212,0.23875,0.09232,58.75,6.58,4
